licence number,establishment name,location address line 1,location address line 2,location address  city,location postal code,licence type,licence subtype,capacity
126193,Kim House Japanese Bistro,538 Seymour Street,,VANCOUVER,V6B3J5,Food Primary,,86
012283,Kim Wah Restaurant,5871 York Rd,,DUNCAN,V9L4Y2,Food Primary,,96
305786,Kim's Korean BBQ House,1607 Bowen Rd,,NANAIMO,V9S1G5,Food Primary,,39
160255,Kimberley Alpine Resort,301 North Star Blvd at base of North Star Express ,PO Box 40 ,KIMBERLEY,V1A2Y5,Liquor Primary,,555
123240,Kimberley Alpine Resort,"301 North Star Blvd.,",Polaris Lodge,KIMBERLEY,V1A2Y5,Food Primary,,503
303790,Kimberley Burrito Grill,160 Howard Street,,KIMBERLEY,V1A2G6,Food Primary,,50
201301,Kimberley Civic Centre,525 Archibald Street,,KIMBERLEY,V1A1N3,Liquor Primary,,768
304228,Kimberley Conference & Athletic Training Centre,290 North Star Blvd.,,KIMBERLEY,V1A1Z1,Food Primary,,706
009532,Kimberley Golf Club,415 - 302nd Ave.,,KIMBERLEY,V1A2Y5,Liquor Primary,,2
301799,Kimberley Golf Course,415 302nd Ave,,KIMBERLEY,V1A2Y5,Food Primary,,276
208601,Kimberley Kitchen,1630 Warren Ave,,KIMBERLEY,V1A1R6,Food Primary,,50
208071,Kimchi Restaurant,821A 6th Ave,,HOPE,V0X1L0,Food Primary,,60
305829,Kimu Japanese Cuisine,4441 Boundary Rd,,VANCOUVER,V5R2N3,Food Primary,,50
306326,Kin 1 Arena,2181 Ospika Boulevard,,PRINCE GEORGE,V2N6Z1,Liquor Primary,,1145
306305,Kin Kao Thai Kitchen,903 Commercial Dr,,VANCOUVER,V5L3W8,Food Primary,,25
300635,KinVillage Community Centre,5430 10TH Avenue,,DELTA,V4M3X8,Liquor Primary,Club,300
302133,Kinaree Thai Cuisine,526 A Cumberland Rd,,COURTENAY,V9N2C7,Food Primary,,49
305858,Kinbari Sushi,130 Deer Park Ave,,KIMBERLEY,V1A2J4,Food Primary,,50
307547,Kind Brewing Ltd.,2405 Main Street,,West Kelowna,V4T2H9,Manufacturer,Brewery,0
304723,King & Thai Restaurant,2510 Estevan Ave,,VICTORIA,V8R2S7,Food Primary,,14
302117,King Do Seafood Restaurant,13922 104 Ave,,SURREY,V3T1X2,Food Primary,,76
019142,King Edward Hotel (Cranbrook),22 - 7TH Ave South,,CRANBROOK,V1C2J1,Liquor Primary,,92
191461,King Edward Hotel (Cranbrook),22 - 7TH Ave South,,CRANBROOK,V1C2J1,Licensee Retail Store,,
301092,King Edward Hotel (Port Alberni),5170 Argyle Street,,PORT ALBERNI,V9Y1V2,Liquor Primary,,125
002165,King Edward Hotel (Stewart),405 Fifth Avenue,,STEWART,V0T1W0,Liquor Primary,,58
014736,King Edward Hotel (Stewart),405 Fifth Avenue,,STEWART,V0T1W0,Liquor Primary,,127
014810,King Edward Hotel (Stewart),405 Fifth Avenue,,STEWART,V0T1W0,Food Primary,,202
195217,King Edward Hotel Cold Beer and Wine Store,405 Fifth Avenue,,STEWART,V0T1W0,Licensee Retail Store,,
195294,King Edward Liquor Store ,3684 3rd Avenue,,PORT ALBERNI,V9Y4E8,Licensee Retail Store,,
304640,King Mahal Restaurant,4051 Hastings Street,,BURNABY,V5C2J1,Food Primary,,40
301370,King Mongolian Grill Restaurant,103 - 2564 Shaughnessy St,,PORT COQUITLAM,V3C3G4,Food Primary,,26
300916,King Sejong Restaurant,650 Yates St. ,,VICTORIA,V8W1L3,Food Primary,,110
307290,King Sushi,15238 North Bluff Rd,,WHITE ROCK,V4B3E6,Food Primary,,26
301330,King's Chinese Cuisine,4488 Main Street,,VANCOUVER,V5V3R3,Food Primary,,90
304477,King's Kitchen,22425 North Ave.,,MAPLE RIDGE,V2X2L7,Food Primary,,91
101252,Kingfisher Inn,4330 Island Hwy S,,COURTENAY,V9N9R9,Food Primary,,316
302934,Kingfishers Waterfront Bar & Grill,23840 River Rd,,MAPLE RIDGE,V2W1B7,Food Primary,,141
302933,Kingfishers Waterfront Bar & Grill,23840 River Road,,MAPLE RIDGE,V2W1B7,Liquor Primary,,58
306549,Kings Cafe,2223 Kingsway,,VANCOUVER,V5N2T6,Food Primary,,46
304725,Kings Links Golf Course by the Sea,3388 72 St,,DELTA,V4K3N2,Liquor Primary,,162
193020,Kings Liquor Store,5820 Marine Dr,,BURNABY,V5J3G8,Licensee Retail Store,,
036807,Kings Stadium,552 Gaston Ave,,KELOWNA,V1Y1J4,Liquor Primary,,1600
300029,Kingspark Steak House Restaurant,180 - 8291 Westminster Hwy,,RICHMOND,V6X1A7,Food Primary,,80
300994,Kingston Hotel,755-757 Richards Street,,VANCOUVER,V6B3A6,Liquor Primary,,190
301002,Kingston Taphouse and Grille,757 Richards Street,,VANCOUVER,V6B3A6,Food Primary,,209
302720,Kingsway Sushi,110 3665 Kingsway,,VANCOUVER,V5R5W2,Food Primary,,158
039216,Kingswood Arms Pub,10 - 9371 No 5 Road,,RICHMOND,V7A4E1,Liquor Primary,,140
195156,"Kingswood Pub Beer, Wine & Liquor Store",10 - 9371 No 5 Road,,RICHMOND,V7A4E1,Licensee Retail Store,,
301498,Kingyo,871 Denman Street,,VANCOUVER,V6G2L9,Food Primary,,64
305691,Kinikinik Restaurant,9391 Hwy 20,PO Box 20,REDSTONE,V0L1S0,Food Primary,,130
144448,Kino Cafe ,3456 CAMBIE ST,,VANCOUVER,V5Z2W8,Food Primary,,90
300699,Kinome Japanese Kitchen,2511 West Broadway,,VANCOUVER,V6K2E9,Food Primary,,20
301929,Kinsmen Softball Complex,3925 Gordon Drive,,KELOWNA,V1W4M8,Liquor Primary,,700
175565,Kintaro Ramen Noodles,788 Denman Street,,VANCOUVER,V6G2L5,Food Primary,,22
300771,Kira Sushi,200 3033 Immel Street,,ABBOTSFORD,V2S6S2,Food Primary,,50
302824,Kirin Seafood Restaurant,350 Gifford Street,,NEW WESTMINSTER,V3M7A3,Food Primary,,266
303934,Kiriri Japanese Cuisine & Sushi Bar,190 - 8780 Blundell Rd,,RICHMOND,V6Y3Y8,Food Primary,,44
302503,Kirsten's Hideout Cafe,1390 Columbia St.,,KAMLOOPS,V2C2W8,Food Primary,,100
178697,Kisamos Restaurant,3420A Moncton St,,RICHMOND,V7E3A2,Food Primary,,50
208899,Kishimoto Japanese Kitchen,2054 Commercial Dr,,VANCOUVER,V5N4B1,Food Primary,,30
305017,Kismet Estate Winery,9580 306th Avenue,,OLIVER,V0H1T0,Manufacturer,Winery,0
213081,Kiso Island Japanese Restaurant,2718 Main Street,,VANCOUVER,V5T3E8,Food Primary,,94
305458,Kisoji Japanese Kitchen,1 - 19040 Lougheed hwy.,,PITT MEADOWS,V3Y2N6,Food Primary,,92
165426,Kisokoma Japanese Restaurant,112-805 Broadway W,,VANCOUVER,V5Z1K1,Food Primary,,25
306852,Kissa Tanto,263 E Pender St,,VANCOUVER,V6A1T6,Food Primary,,92
302278,Kissako Green Tea Cafe,2027 Oak Bay Ave,,VICTORIA,V8R1E5,Food Primary,,16
305874,Kita Japanese Restaurant ,208 - 7592 Vedder Road,,CHILLIWACK,V2R5V9,Food Primary,,44
304784,Kita No Donburi,423 Seymour Street,,VANCOUVER,V6B3H5,Food Primary,,29
200774,Kitanoya Guu Garden,M101 - 888 Nelson Street,,VANCOUVER,V6Z2H1,Food Primary,,203
051799,Kitanoya Guu Kobachi,735 Denman Street,,VANCOUVER,V6G2L6,Food Primary,,40
300658,Kitanoya Guu in Gastown,105-375 WATER ST,,VANCOUVER,V6B5C6,Food Primary,,86
081975,Kitchen & Commons Restaurant,614 HUMBOLDT ST,,VICTORIA,V8W1A4,Food Primary,,261
118581,Kitchen By Yugo,792 Denman Street,,VANCOUVER,V6G2L5,Food Primary,,30
047295,Kitcho Izakaya,133 - 4800 No. 3 Road ,,RICHMOND,V6X3A6,Food Primary,,74
005538,Kitimat Hotel,506 Enterprise Ave,,KITIMAT,V8C2E2,Liquor Primary,,321
194184,Kitimat Hotel,506 Enterprise Ave,,KITIMAT,V8C2E2,Licensee Retail Store,,
306594,Kitsch Wines,3330 Neid Road,,KELOWNA,V1W4H5,Manufacturer,Winery,0
195476,Kitsilano Cold Beer & Wine Store,2289 West Broadway Avenue,,VANCOUVER,V6K2E4,Licensee Retail Store,,
302896,Kitsilano Wine Cellar,2239 W  4th Ave,,VANCOUVER,V6K1N9,Wine Store,Independent Wine Store,
139485,Kitstaya Sushi,3105 W  Broadway,,VANCOUVER,V6K2H2,Food Primary,,64
307680,Kizami,120-8031 Leslie Rd,,RICHMOND,V6X1E4,Food Primary,,60
024849,Knight & Day Lougheed Hwy,3684 Lougheed Highway,,VANCOUVER,V5M2A8,Food Primary,,169
307447,Knight Street Cafe,3911 Knight St,,VANCOUVER,V5N3L8,Food Primary,,30
302443,Ko's Sushi Japanese Restaurant,103 22071 48 Ave.,,LANGLEY,V3A3N1,Food Primary,,80
178503,Kobau Lanes,8404 - 97TH ST,,OSOYOOS,V0H1V0,Liquor Primary,,20
214834,Koh Thai Restaurant,502 East Columbia Street,,NEW WESTMINSTER,V3L3X7,Food Primary,,61
306907,Kohinoor Indian & Nipali Cuisine,550 W Columbia St,,KAMLOOPS,V2C1K6,Food Primary,,74
170504,Koho's Restaurant,Until C3380 Level 3 - ITB,Vancouver International Airport,RICHMOND,V7B1Y7,Food Primary,,196
214944,Kojan Sushi,"103, 33640 S. FRASER WAY",,ABBOTSFORD,V2S2B9,Food Primary,,80
160098,Kojima Sushi,410 6TH ST,,NEW WESTMINSTER,V3L3B2,Food Primary,,64
305722,Kojima Sushi Japanese Restaurant,1836 Commercial Dr,,VANCOUVER,V5N4A5,Food Primary,,30
307318,Kokoro Ramen,5695 Victoria Dr,,VANCOUVER,V5P4Y3,Food Primary,,44
162080,Komi Sushi Japanese Restaurant,100 - 1100 Melville Street,,VANCOUVER,V6E4A6,Food Primary,,168
173919,Koncept Nightclub ,240 Skinner St,,NANAIMO,V9R5E9,Liquor Primary,,200
306633,Kongee Dinesty,150 9020 Capstan Way,,RICHMOND,V6X3V9,Food Primary,,96
162975,Koon Bo Seafood Restaurant,5682 Fraser St,,VANCOUVER,V5W2Z4,Food Primary,,100
305825,Kootenay Country Craft Distillery ,7263 Gustafson Road,,WINLAW,V0G2J0,Manufacturer,Distillery,0
307450,Kootenay Kabab Mediterranean Cuisine,945 Eldorado St,,TRAIL,V1R3V6,Food Primary,,45
301871,Kootenay Park Lodge,9500 Hwy 93 South,Kootenay National Park,RADIUM HOT SPRINGS,V0A1M0,Food Primary,,116
306029,Kootenay Smokehouse,991 Dogwood Drive,,SOUTH SLOCAN,V0G2G0,Food Primary,,170
307336,Kootenay Tamil Kitchen,318 Anderson Street,,NELSON,V1L3Y1,Food Primary,,44
203796,Kootenay Winecrafters,44 6th Ave South,,CRANBROOK,V1C2H3,UBrew/UVin,,
307343,Korean BBQ Gui,408 1801 Princeton - Kamloops Hwy,,KAMLOOPS,V2E2J7,Food Primary,,110
028204,Korean BBQ Potter's Garden,5599 Kingsway,,BURNABY,V5H2G3,Food Primary,,98
001617,Korean Gardens,3945 Quadra Street,,VICTORIA,V8X1J5,Food Primary,,95
300512,Koreana Restaurant,2048 - 1163 PINETREE WAY,,COQUITLAM,V3B7K5,Food Primary,,96
300841,Kosoo Restaurant,832 Cardero Street,,VANCOUVER,V6G2G5,Food Primary,,50
302392,Kostas Taverna Restaurant ,751 Lonsdale Ave,,NORTH VANCOUVER,V7M2G9,Food Primary,,57
303583,Koto Izakaya Sushi & Robata,101-8171 Alexandra Rd.,,RICHMOND,V6X1C3,Food Primary,,60
145766,Koto Japanese Restaurant (Victoria),510 Fort Street,,VICTORIA,V8W1E6,Food Primary,,120
303510,Kove Kitchen Restaurant,140-3900 Bayview St.,,RICHMOND,V7E4R7,Food Primary,,100
306067,Krafty Kitchen & Bar,281 Lawrence Ave,,KELOWNA,V1Y6L2,Food Primary,,90
302856,Kraken Gourmet Kitchen,1602 Yew Street,,VANCOUVER,V6K3E7,Food Primary,,35
183650,Kranky Cafe,216 - 228  4th Ave E,,VANCOUVER,V5T1G5,Food Primary,,31
305431,Krasna Indian Cuisine,117-3640 Gosset Rd,,West Kelowna,V4T2N4,Food Primary,,50
305145,Krause Berry Farms and Estate Winery,6179 248th Street,,LANGLEY,V4W1C3,Manufacturer,Winery,0
303659,Kraze Legz Vineyard and Winery,141 Fir Avenue,,KALEDEN,V2A7K8,Manufacturer,Winery,0
307233,Kubyertos Lechon House Filipino-Spanish Cuisine,106-8140 120 ST,,SURREY,V3W3N3,Food Primary,,236
306030,Kulinarya Filipino Eatery,114 - 2922 Glen Drive,,COQUITLAM,V3B2P5,Food Primary,,10
306816,Kuma Izakaya,1233 Hamilton Street,,VANCOUVER,V6B6K3,Food Primary,,83
176045,Kuma Japanese Comfort Food,101 - 120 Fourth St,,TOFINO,V0R2Z0,Food Primary,,32
176071,Kuma Japanese Restaurant ,3446 Dunbar St,,VANCOUVER,V6S2C2,Food Primary,,30
302362,Kurama Sushi Japanese Restaurant,491 Baker St.,,NELSON,V1L4H7,Food Primary,,17
302686,Kurumba Restaurant ,#107 - 3003 St. John's Street ,,PORT MOODY,V3H2C4,Food Primary,,40
304143,Kurumucho,985 Hornby St.,,VANCOUVER,V6Z1V3,Food Primary,,20
195375,Kuskanax Liquor Store,515 Broadway St,,NAKUSP,V0G1R0,Licensee Retail Store,,
077817,Kuskanax Lodge,515 Broadway St,,NAKUSP,V0G1R0,Food Primary,,85
119851,Kuskanax Lodge,515 Broadway St,,NAKUSP,V0G1R0,Liquor Primary,,90
003861,Kwa'lilas Hotel,9040 Granville St,PO Box 1798,PORT HARDY,V0N2P0,Liquor Primary,,125
058438,Kwa'lilas Hotel ,9040 Granville St,,PORT HARDY,V0N2P0,Liquor Primary,,60
072191,Kwa'lilas Hotel ,9040 Granville St,,PORT HARDY,V0N2P0,Food Primary,,544
214373,Kwan Luck Enterprises,2516 KINGSWAY,,VANCOUVER,V5R5H2,Food Primary,,64
306342,Kwantlen Polytechnic University,20901 Langley Bypass,,LANGLEY,V3A4H9,Manufacturer,Brewery,0
303362,Kwantlen Student Association Cafe,12666 72 Ave,,SURREY,V3W2M8,Food Primary,,113
303331,Kwong Chow Congee & Noodle House,3163 Main St,,VANCOUVER,V5T3G8,Food Primary,,81
306243,Kyabia Japanese Restaurant,1028 - 8300 Capstan Way,,RICHMOND,V6X4B7,Food Primary,,50
302980,Kyle's Cafe,2627 Commercial Drive,,VANCOUVER,V5N4C3,Food Primary,,50
304609,Kyo Korean BBQ & Sushi House,2993 Granville St,,VANCOUVER,V6H3J6,Food Primary,,215
201647,Kyoto Sushi Japanese Restaurant,13651 72nd Avenue,,SURREY,V3W2P2,Food Primary,,46
012241,Kyou Sushi,15019 Marine Dr,,WHITE ROCK,V4B1C3,Food Primary,,95
029873,Kypriaki Mediterranean Grill,106-1346 Marine Dr,,NORTH VANCOUVER,V7P1T4,Food Primary,,150
306819,Kyuzo Japanese Restaurant,112-5701 Granville St.,,VANCOUVER,V6M4J7,Food Primary,,92
304080,L'Abattoir Restaurant,217 Carrall St,,VANCOUVER,V6B2J2,Food Primary,,141
027001,L'Artista Ristorante Italiano,3891 E  HASTINGS ST,,BURNABY,V5C2H7,Food Primary,,47
303054,L'Hermitage Hotel,788 Richards Street,,VANCOUVER,V6B0C7,Food Primary,,211
301894,L'Isola Bella Bistro,3250C Berry Road,,LAKE COUNTRY,V4V1Y6,Food Primary,,85
306737,L'OVEN,110-2565 Main St ,,West Kelowna,V4T2B4,Food Primary,,50
305171,L'Officio,3687 4th Ave W,,VANCOUVER,V6R1P2,Food Primary,,22
179801,L.A. Fusion Restaurant,33152 1ST AVE,,MISSION,V2V1G4,Food Primary,,70
217401,L.A. Grill & Bistro,128-8100 No. 2 Rd,,RICHMOND,V7C5J9,Food Primary,,121
169201,L2 Cafe,350 Howe St,,VANCOUVER,V6C3P5,Food Primary,,40
161882,LA AMIGO RESTAURANT,160 - 8291 ALEXANDRA RD,,RICHMOND,V6X1C3,Food Primary,,69
107611,LA BAIA RISTORANTE ITALIANO,15791 MARINE DR,,WHITE ROCK,V4B1E5,Food Primary,,72
055710,LA CASA OUZERIA RESTAURANT,25 NELSON AVE,,PENTICTON,V2A2L1,Food Primary,,281
055992,LA CUCINA RESTAURANT (NORTH VANCOUVER),1509 MARINE DR,,NORTH VANCOUVER,V7P1T8,Food Primary,,87
180114,LA FIESTA CAFE,G12 - 1001 DOUGLAS ST,,VICTORIA,V8W2C5,Food Primary,,29
184983,LA TERRAZZA,1088 CAMBIE ST,,VANCOUVER,V6B6J5,Food Primary,,305
185259,LA TRATTORIA RESTAURANT ITALIANO,1 - 22214 DEWDNEY TRUNK RD,,MAPLE RIDGE,V2X0E6,Food Primary,,68
028466,LA VILLETTA RESTAURANT,3901 E  HASTINGS ST,,BURNABY,V5C2H8,Food Primary,,50
140354,LAC DES ROCHES RESORT,8428 HWY 24,,LONE BUTTE,V0K1X0,Food Primary,,67
126256,LACARYA GOLF COURSE,1480 Old N Thompson Hwy,,CLEARWATER,V0E1N2,Liquor Primary,,26
171309,LACARYA GOLF COURSE,1480 Old N Thompson Hwy,,CLEARWATER,V0E1N2,Food Primary,,140
172386,LADYSMITH AERIE NO. 2101 EAGLES CLUB,921- 1ST AVE,,LADYSMITH,V9G1A5,Liquor Primary,Club,225
175848,LAKE BREEZE VINEYARDS,930 SAMMET RD,PO  BOX 9,NARAMATA,V0H1N0,Manufacturer,Winery,0
084819,LAKE O'HARA LODGE,LAKE O'HARA,,YOHO NATIONAL PARK,V0A1G0,Food Primary,,76
034904,LAKEVIEW NEIGHBOURHOOD PUB,10524 North Shore Road,,YOUBOU,V0R3E1,Liquor Primary,,99
110781,LAMPLITER GARDEN CAFE,9213 GLOVER RD,,FORT LANGLEY,V1M3S2,Food Primary,,59
030805,LANDING PUB & GRILL,5449 48TH AVE,,DELTA,V4K1W6,Liquor Primary,,120
191131,LANDING PUB & GRILL,5449 48TH AVE,,DELTA,V4K1W6,Licensee Retail Store,,
108441,LANEVIEW KITCHEN,1881 9TH AVE NE,,SALMON ARM,V1E2L2,Liquor Primary,,30
180418,LANEVIEW KITCHEN,1881 9TH AVE NE,,SALMON ARM,V1E2L2,Food Primary,,110
145132,LANGARA FISHING LODGE,"Langara Island & Kundis Point, near Port Clements",,LANGARA ISLAND,V0T1R0,Food Primary,,87
173636,LANGARA ISLAND LODGE,DIST  LOT 674 PART W 1/2 OF S E  114,LANGARA ISLAND,QUEEN CHARLOTTE ISLAND,V0T1S0,Food Primary,,117
181590,LANGDALE HEIGHTS R.V. PARK,Unit 100 - 2170 PORT MELLON HWY,,GIBSONS,V0N1V6,Food Primary,,90
138125,LANGFORD GOLDEN LION SZECHUAN RESTAURANT,3100 JACKLIN RD,,LANGFORD,V9B3Z1,Food Primary,,50
079175,LAS MARGARITAS (1999 W. 4TH AVE.),1999 W  4TH AVE,,VANCOUVER,V6J1M7,Food Primary,,163
081577,LASQUETI ISLAND HOTEL & RESORT,WELDON RD,,LASQUETI ISLAND,V0R2J0,Food Primary,,87
136809,LASQUETI ISLAND HOTEL & RESORT,WELDON RD,,LASQUETI ISLAND,V0R2J0,Liquor Primary,,30
025135,LAW COURTS INN,800 SMITHE ST  4TH FL,,VANCOUVER,V6Z2E1,Liquor Primary,Club,325
116301,LE CLUB BON ACCUEIL,5110 MANSON AVE,,POWELL RIVER,V8A3P1,Liquor Primary,Club,108
179581,LE CREPE MONTAGNE,4368 MAIN ST  UNIT 116,,WHISTLER,V0N1B4,Food Primary,,47
146419,LE CROCODILE RESTAURANT (#100 - 909 BURRARD ST.),100 - 909 BURRARD ST,,VANCOUVER,V6Z2N2,Food Primary,,186
020294,LE PETIT SAIGON,1010 LANGLEY ST,,VICTORIA,V8W1V8,Food Primary,,45
155361,LE'S FAMILY RESTAURANT,801 111TH AVE,,DAWSON CREEK,V1G2X1,Food Primary,,60
127030,LEE'S GARDEN RESTAURANT,2350 BUTTER AVE,,HOUSTON,V0J1Z0,Food Primary,,80
134644,LEELA THAI RESTAURANT,1310 JOHNSTON RD,,WHITE ROCK,V4B3Z2,Food Primary,,112
193343,LEEWARD INN,649 ANDERTON RD,,COMOX,V9M2J1,Licensee Retail Store,,
145180,LEFTY'S CAFE,710 MEMORIAL AVE,,QUALICUM BEACH,V9K1S8,Food Primary,,137
171974,LEFTY'S FRESH FOOD,101 - 280 E  ISLAND HWY,,PARKSVILLE,V9P2G5,Food Primary,,110
002427,LEGISLATIVE DINING ROOM,PARLIAMENT BUILDINGS,,VICTORIA,V8V1X4,Food Primary,,311
172077,LEISURE INN,205 BRIDGE ST,PO  BOX 899,PRINCETON,V0X1W0,Food Primary,,140
168123,LEMON CREEK LODGE & RESTAURANT,7680 KENNEDY RD,PO  BOX 68,SLOCAN,V0G2C0,Food Primary,,30
188773,LEO'S TAPAS & GRILL,274 GOWER POINT RD,PO  BOX 1378,GIBSONS,V0N1V0,Food Primary,,52
161971,LHY THAI RESTAURANT,7357 EDMONDS ST,,BURNABY,V3N1A9,Food Primary,,40
303200,LIDO Theatre,10156 100th Avenue,,FORT ST. JOHN,V1J1Y6,Liquor Primary,,310
211346,LINKS OF MAGGIE MAY GOLF COURSE,4650 SHELLEY RD,,PRINCE GEORGE,V2K5G1,Food Primary,,528
091014,LITTLE BAVARIA SCHNITZEL HOUSE,3035 4TH AVE,,PORT ALBERNI,V9Y2B8,Food Primary,,60
143879,LITTLE GEORGE'S RESTAURANT,398C BRUCE AVE,,NANAIMO,V9R3Y1,Food Primary,,60
209101,LITTLE INDIA RESTAURANT,15081 MARINE DR,,WHITE ROCK,V4B1C5,Food Primary,,64
166221,LITTLE TEX CAFE & BISTRO,3302B - 29TH ST,,VERNON,V1T5B2,Food Primary,,30
307012,LIVINIT Plus ,110 Bromley Place,,PRINCETON,V0X1W0,Food Primary,,110
200418,LIZARD CREEK LODGE,5346 HIGHLINE DR,FERNIE ALPINE RESORT,FERNIE,V0B1M6,Food Primary,,210
210075,LIZARD CREEK LODGE,5346 HIGHLINE DR,FERNIE ALPINE RESORT,FERNIE,V0B1M6,Liquor Primary,,25
144275,LODGE CAFE,1317A ALASKA AVE,,DAWSON CREEK,V1G1Z4,Food Primary,,77
033125,LOG CABIN PUB,PO BOX 10,,SPENCES BRIDGE,V0K2L0,Liquor Primary,,145
039070,LOG INN,6376 Village road,,AVOLA,V0E1C0,Liquor Primary,,70
177934,LOGPILE LODGE,3105 McCabe Rd,,SMITHERS,V0J2N0,Food Primary,,120
165756,LONE WOLF GOLF CLUB,9999 - 99TH ST,,TAYLOR,V0C2K0,Food Primary,,164
216234,LONE WOLF GOLF CLUB,9999 - 99TH ST,,TAYLOR,V0C2K0,Liquor Primary,,21
215492,LONG BEACH LODGE RESORT,1441 PACIFIC RIM HIGHWAY,,TOFINO,V0R2Z0,Food Primary,,321
158969,LOOSE MOOSE NEIGHBOURHOOD PUB & RESTAURANT,1485 FIFTH AVE,,VALEMOUNT,V0E2Z0,Liquor Primary,,138
214148,LOOSE MOOSE TAPAS BAR & GRILL,724 NELSON ST,,VANCOUVER,V6Z2A8,Food Primary,,62
146948,LORD CHUMLEY'S HALIBUT & CHIPS,2090B HARVEY AVE,,KELOWNA,V1Y8P8,Food Primary,,50
171121,LORENZO'S CAFE,901 ENDERBY - MAISLE LAKE RD,RR  2 S-10 C-22,ENDERBY,V0E1V0,Food Primary,,96
011358,LORNE HOTEL,1770 COMOX AVE,,COMOX,V9M3M8,Liquor Primary,,110
053775,LOU'S GRILL,2852 ABBOTSFORD-MISSION HWY,,ABBOTSFORD,V2S3Y2,Food Primary,,117
180947,LOVIN' OVEN,658 HARPER ROAD,PO BOX 547,QUATHIASKI COVE,V0P1N0,Food Primary,,70
089775,LOW'S GARDEN RESTAURANT,2721 JAMES ST,,DUNCAN,V9L2Y1,Food Primary,,125
057633,"LOYAL ORDER OF MOOSE, LODGE NO. 1051",745 1st Ave W,,PRINCE RUPERT,V8J1B2,Liquor Primary,Club,225
096934,"LOYAL ORDER OF MOOSE, LODGE NO. 1052, MOOSE",1356 CRANBERRY AVE RR 1,SITE Y C-8,NANAIMO,V9R5K1,Liquor Primary,Club,604
185662,LUCKY GARDEN RESTAURANT,4660 D LAKELSE AVE,,TERRACE,V8G1R4,Food Primary,,40
205002,LUCKY JOY BBQ RESTAURANT,# 150 - 11780 THORPE RD,,RICHMOND,V6X1J6,Food Primary,,78
032797,LUMBY & DISTRICT CURLING CLUB,2230 SHIELDS AVE,,LUMBY,V0E2G0,Liquor Primary,,186
021041,LUND HOTEL,1436 Highway 101,,LUND,V0N2G0,Liquor Primary,,168
043018,LUND HOTEL,1436 Highway 101,,LUND,V0N2G0,Food Primary,,168
123339,LUSO CANADIAN ASSOCIATION,159 KONIGUS,,KITIMAT,V3C2B2,Liquor Primary,Club,433
307557,La Baguette,102 - 607 Victoria Rd,,REVELSTOKE,V0E2S0,Food Primary,,74
214620,La Belle Patate,1215 DAVIE ST,,VANCOUVER,V6E1N4,Food Primary,,34
064499,La Bocca / La Brasserie / Amsterdam,4232 Village Stroll,,WHISTLER,V0N1B4,Food Primary,,289
090136,La Bocca / La Brasserie / Amsterdam,4232 Village Stroll,,WHISTLER,V0N1B4,Liquor Primary,,75
168055,La Bomba Dell'Amore,515A Kootenay St,,NELSON,V1L1K9,Food Primary,,80
179879,La Brass,4473 W  10TH AVE,,VANCOUVER,V6R2H8,Food Primary,,56
306369,La Brasserie,1091 Davie St,,VANCOUVER,V6E1M5,Food Primary,,40
306784,La Bruschetta Bistro,4065 6TH AVE,,PORT ALBERNI,V9Y4M6,Food Primary,,154
301298,La Buca Restaurant,4025 MacDonald Street,,VANCOUVER,V6L2N8,Food Primary,,32
085079,La Bussola Italian Restaurant,1451A Ellis St,,KELOWNA,V1Y2A3,Food Primary,,120
307633,La Cantina - Urban Taco Bar,722 Nelson St.,,VANCOUVER,V6Z2A8,Food Primary,,60
307185,La Casa Bianca Winery,7249 Highway 97,,OLIVER,V0H1T7,Manufacturer,Winery,0
305996,La Casa Resort,6808 Westside Rd N,,KELOWNA,V1Z3R8,Food Primary,,50
178750,La Casita - Gastown,101 W Cordova St,,VANCOUVER,V6B1E1,Food Primary,,142
302284,La Cigale,1961 4th Ave W,,VANCOUVER,V6J1M7,Food Primary,,67
169085,La Cucina Ristorante,121 - 3640 Gosset Road,,West Kelowna,V4T2N4,Food Primary,,143
305826,La Dolce Vita,575 Old Hope Princeton Way,,HOPE,V0X1L4,Food Primary,,78
302555,La Fourchette Cafe,101-1951 GLEN DR,,VANCOUVER,V6A4J6,Food Primary,,57
300193,La Frenz Winery,740 Naramata Road,,PENTICTON,V2A8T5,Manufacturer,Winery,0
051013,La Gondola Cafe,710 1st Avenue W,,PRINCE RUPERT,V8J3V6,Food Primary,,130
305232,La Mezcaleria,68 Cordova St E,,VANCOUVER,V6A1K2,Food Primary,,56
305312,La Mezcaleria by La Taqueria,110-1622 Commercial Dr,,VANCOUVER,V5L3Y4,Food Primary,,67
127506,La Notte Restaurant,3305/3307 Dunbar St,,VANCOUVER,V6S2B9,Food Primary,,76
306158,La Petite Maison,1310 St Paul St,,KELOWNA,V1Y2E1,Food Primary,,36
301918,La Quercia Ristorante,3689 West 4th Avenue,,VANCOUVER,V6R1P2,Food Primary,,35
304484,La Santa Rosa,121-1585 Broadway Street,,PORT COQUITLAM,V3C2M7,Food Primary,,30
306242,La Sorella Di Mangia,2215 Marine Dr,,WEST VANCOUVER,V7V1K5,Food Primary,,90
306181,La Stella Trattoria,1- 321 Wesley St,,NANAIMO,V9R3A7,Food Primary,,60
306778,La Taqueria Pinche Taco Shop,#766-768 Fort Street,,VICTORIA,V8W1H2,Food Primary,,95
