licence number,establishment name,location address line 1,location address line 2,location address  city,location postal code,licence type,licence subtype,capacity
074292,Glen Lyon Inn,6435 Hardy Bay Road,,PORT HARDY,V0N2P0,Food Primary,,100
132647,Glen Lyon Inn,6435 Hardy Bay Road,,PORT HARDY,V0N2P0,Liquor Primary,,40
300688,Glenogle Mountain Lodge & Spa,913 Oster Rd,,GOLDEN,V0A1H0,Food Primary,,200
306509,Glenrosa Farm Restaurant,5447 Rocky Point Road,,VICTORIA,V9C4G9,Food Primary,,164
300173,Glenterra Vineyards,3897 Cobble Hill Road,,COBBLE HILL,V0R1L0,Manufacturer,Winery,0
212340,Glo Restaurant + Lounge,104  2940 Jutland Road,,VICTORIA,V8T5K6,Food Primary,,216
300963,Glo Restaurant + Lounge,104  2940 Jutland Road,,VICTORIA,V8T5K6,Liquor Primary,,104
129215,Globe Cafe & Tapas Bar,5375 Big White Rd,,BIG WHITE,V1X4K5,Food Primary,,173
158838,Globe Cafe & Tapas Bar,5375 Big White Rd,,BIG WHITE,V1X4K5,Liquor Primary,,51
307356,Globe International Cuisine,Unit B & C 821 6th Ave. ,,HOPE,V0X1L0,Food Primary,,100
306526,Glowbal Restaurant,590 Georgia Street W,,VANCOUVER,V6B2A3,Food Primary,,476
306441,Gnarly Roots Pizza & Cafe,127/128 4338 Main St.,,WHISTLER,V0N1B4,Food Primary,,120
218802,GoGung Korean BBQ Restaurant,Unit F1 1410 Parkway Boulevard,,COQUITLAM,V3E3J7,Food Primary,,178
304776,Goa Restaurant & Sweets ,102- 1102 Ewen Ave,,NEW WESTMINSTER,V3M5E4,Food Primary,,10
304263,Gold Hill Winery,29014 97th Street North,,OSOYOOS,V0H1V0,Manufacturer,Winery,0
111653,Gold Mountain Restaurant,1525 Cariboo Highway,,CLINTON,V0K1K0,Food Primary,,82
307103,Gold Pan Cafe,423 Hwy 6,,CHERRYVILLE,V0E2G3,Food Primary,,45
302481,Gold Penny Restaurant,2060 East Hastings St,,VANCOUVER,V5L1T8,Food Primary,,70
195459,Gold River Liquor Express,4  390 Muchalat Drive,,GOLD RIVER,V0P1G0,Licensee Retail Store,,
304256,Gold Train Express Noodle House ,550 Nelson St.,,VANCOUVER,V6B0G3,Food Primary,,66
187235,Golddust Pub,Highway # 3,,HEDLEY,V0X1K0,Liquor Primary,,85
304575,Golden Age Meadery,1105 - 22091 Fraserwood Way,,RICHMOND,V6W0A8,Manufacturer,Winery,0
022857,Golden Carriage Restaurant,478 B 5th Street,,COURTENAY,V9N1J8,Food Primary,,60
304958,Golden Chopsticks Restaurant,103- 2459 Main St,,West Kelowna,V4T1K5,Food Primary,,10
086774,Golden Chopsticks Restaurant,8527 Main Street,,OSOYOOS,V0H1V0,Food Primary,,225
211090,Golden Dragon Restaurant,5023 Johnston Rd,,PORT ALBERNI,V9Y5L6,Food Primary,,263
305022,Golden Eagle Golf Course,21770 Ladner Road,,PITT MEADOWS,V3Y1Z1,Liquor Primary,,4
195498,Golden Ears Liquor Store,21755 Lougheed Hwy,,MAPLE RIDGE,V2X2S2,Licensee Retail Store,,
302195,Golden Ears Winter Club,23588 - 105 Avenue,,MAPLE RIDGE,V2X8K9,Liquor Primary,Club,410
304068,Golden Eats Seafood Restaurant,2141 Kingsway,,VANCOUVER,V5N2T4,Food Primary,,88
207303,Golden Field Cafe,1045 - 1163 Pinetree Way,,COQUITLAM,V3B8A9,Food Primary,,173
303123,Golden Garden Vietnamese Cuisine,509 Main St.,,VANCOUVER,V6A2V1,Food Primary,,80
135868,Golden Gate Chinese Restaurant ,456D GORGE RD  E,,VICTORIA,V8T2W4,Food Primary,,50
084096,Golden Grill & Pizza,1416 GOLDEN VIEW ROAD,,GOLDEN,V0A1H1,Food Primary,,173
183341,Golden Lake Seafood Restaurant,3555 East Hastings St,,VANCOUVER,V5K2A8,Food Primary,,110
304955,Golden Oscar Cafe & Restaurant,3868 Rupert St.,,VANCOUVER,V5R6E4,Food Primary,,88
302210,Golden P.A.M,2062 Collison Ave.,,MASSET,V0T1M0,Food Primary,,97
306120,Golden Pair Vietnamese Asian Cuisine,8167 Granville St,,VANCOUVER,V6P4Z6,Food Primary,,28
186582,Golden Panda Restaurant,203 - 6355 152nd Street,,SURREY,V3S3K8,Food Primary,,60
213186,Golden Paramount Seafood Restaurant,8071 PARK RD,,RICHMOND,V6Y1S8,Food Primary,,88
306933,Golden Pita Lebanese Restaurant,9630 Cameron St,,BURNABY,V3J1M2,Food Primary,,50
301875,Golden Sichuan Restaurant,170 - 3631 No. 3 Road,,RICHMOND,V6X2B9,Food Primary,,235
191644,Golden Spike Pub,3224 St  John's St,,PORT MOODY,V3H2C9,Licensee Retail Store,,
086219,Golden Spring Restaurant,2461 NANAIMO ST,,VANCOUVER,V5N5E5,Food Primary,,99
187476,Golden Star Restaurant,4606 LAZELLE AVE,,TERRACE,V8G1S5,Food Primary,,154
306895,Golden Sushi,828 10 Ave S Unit G,,GOLDEN,V0A1H0,Food Primary,,30
303130,Goldie's Pizza Lounge,605 West Pender St.,,VANCOUVER,V6B1W7,Food Primary,,50
307192,Goldies Pizza,506/508 Abbott St,,VANCOUVER,V6B6N9,Food Primary,,50
300450,Goldrush Pub,629 Old Hope Princeton Way,,HOPE,V0X1L4,Liquor Primary,,123
305555,Goldstream Inn Restaurant,2903 Sooke Lake Rd,,VICTORIA,V9B4R4,Food Primary,,66
203052,Goldstream U-Brew,927B Goldstream Ave,,VICTORIA,V9B2Y2,UBrew/UVin,,
305661,Golf Square Golf & Clubhouse Cafe Grill & Sushi,101 - 20121 WIllowbrook Drive,,LANGLEY,V2Y0L3,Food Primary,,51
304091,Golphis Steak & Lobster,1122 Fifth Avenue,,NEW WESTMINSTER,V3M1Y6,Food Primary,,98
303070,Gon Sushi,23 - 5725 Vedder Road,,CHILLIWACK,V2R3N4,Food Primary,,35
305239,Good Earth Coffeehouse,109 - 3450 Uptown Boulevard,,VICTORIA,V8Z0B9,Food Primary,,87
306352,Good Earth Coffeehouse,1971 Oak Bay Ave,,VICTORIA,V8R1E3,Food Primary,,47
307049,Good Earth Coffeehouse,2505 Alma ST,,VANCOUVER,V6R3R8,Food Primary,,50
302364,Good Fortune Restaurant,9838 Third St.,,SIDNEY,V8L3A7,Food Primary,,78
307433,Good Karma Kitchen,B - 8515 Main St,,OSOYOOS,V0H1V1,Food Primary,,42
206268,Good Libations,Old Seafood Building,Hansen Road,MANSON'S LANDING,V0P1K0,UBrew/UVin,,
157415,Goodview Family Restaurant,102-310 Wale Rd,,VICTORIA,V9B0J8,Food Primary,,58
122686,Gossip Nightclub,B105 - 750 Pacific Blvd.,,VANCOUVER,V6B5E7,Liquor Primary,,947
307202,Gostlin Keefer Lake Lodge,1401 Keefer Lake Rd,,CHERRYVILLE,V0E2G3,Food Primary,,88
202400,Gotto Grapes,225 Pemberton Avenue,,NORTH VANCOUVER,V7P2R4,UBrew/UVin,,
151434,Gourmet Gardens Restaurant,161 Kenneth Street,,DUNCAN,V9L1N5,Food Primary,,135
305439,Gourmet Syndicate Inc,1428 Vernon Dr,,VANCOUVER,V6A0B9,Catering,,
195446,Government Street Liquor Store & Wine Shoppe,1173 Government St,,PENTICTON,V2A4V3,Licensee Retail Store,,
301429,Gowlland Harbour Resort and Conference Centre,823 Gowlland Harbour Rd.,,HERIOT BAY,V0P1H0,Food Primary,,200
102722,Grace Sushi,100 - 1619 Store Street,,VICTORIA,V8W3K3,Food Primary,,40
145614,Gracie's Next Door ,1127 56 Street,,DELTA,V4L2A2,Food Primary,,66
307637,Graham Inn,6423 Highway 20,,TATLA LAKE,V0L1V0,Food Primary,,50
210651,Gramercy Grill,2685 Arbutus Street,,VANCOUVER,V6J3Y4,Food Primary,,111
032294,Gramma's Marine Inn,412 Marine Dr,,GIBSONS,V0N1V0,Liquor Primary,,111
191099,Gramma's Marine Inn,412 Marine Dr,,GIBSONS,V0N1V0,Licensee Retail Store,,
016749,Grand Central Hotel,301 2nd Avenue,,FERNIE,V0B1M0,Liquor Primary,,134
128390,Grand Central Hotel,301 2nd Avenue,,FERNIE,V0B1M0,Food Primary,,48
170022,Grand Chinese Restaurant,#1 - 4461 LOUGHEED HWY,,BURNABY,V5C3Z2,Food Primary,,27
304651,Grand Crystal Seafood ,2216 - 4500 Kingsway ,,BURNABY,V5H2A9,Food Primary,,350
304404,Grand Dynasty Seafood Restaurant,4331 Dominion St,,BURNABY,V5G1C7,Food Primary,,116
303764,Grand Honour Restaurant,B1-5701 Granville St,,VANCOUVER,V6M4J7,Food Primary,,134
306456,Grand Noodle Emporium,LL105 - 6133 University Boulevard,,VANCOUVER,V6T1K6,Food Primary,,65
205788,Grand Palace Restaurant,2001 - 1163 Pinetree Way,Henderson Place,COQUITLAM,V3B8A9,Food Primary,,260
165280,Grand Season Restaurant,# 6 - 555 Clarke Rd,,COQUITLAM,V3J3X4,Food Primary,,74
301590,Grand View Szechuan Restaurant,4181 Fraser St.,,VANCOUVER,V5V4E9,Food Primary,,50
139899,Grand Villa Casino & Hotel,4331 Dominion Street,,BURNABY,V5G1C7,Liquor Primary,,4817
018511,Grand Villa Hotel & Restaurant,4331 Dominion St,,BURNABY,V5G1C7,Food Primary,,1255
195489,Grandview Corners Liquor Store,20  16051  24th Ave,,SURREY,V3S0C8,Licensee Retail Store,,
301122,Granite Creek Estate Wines,2302 Skimikin Road,,TAPPEN,V0E2X0,Manufacturer,Winery,0
183644,Granite Pointe Golf Club,1123 West Richards Street,PO Box 141,NELSON,V1L5P7,Food Primary,,287
302482,Granite Pointe Golf Club,1123 West Richards Street,Box 141,NELSON,V1L5P7,Liquor Primary,,2
185924,Granville Hut & Pizzaria,1048 Granville Street,,VANCOUVER,V6Z1L5,Food Primary,,25
300204,Granville Island Brewing Company,1441 Cartwright Street,,VANCOUVER,V6H3R7,Manufacturer,Brewery,0
179471,Granville Island Hotel,1253 Johnston St,Granville Island,VANCOUVER,V6H3R9,Liquor Primary,,120
019666,Granville Island Hotel,1253 Johnston Street,Granville Island,VANCOUVER,V6H3R9,Food Primary,,617
075537,Granville Island Hotel ,1253 Johnston Street,Granville Island,VANCOUVER,V6H3R9,Liquor Primary,,60
303952,Granville Room ,957 Granville Street,,VANCOUVER,V6Z1L3,Liquor Primary,,30
133766,Grape Leaf,360 Robinson St,,NARAMATA,V0H1N0,Food Primary,,84
202641,Grapefully Yours Winemakers,101  9844 Croft St.,,CHEMAINUS,V0R1K0,UBrew/UVin,,
306399,Grapes & Soda,1541 6th Ave. W.,,VANCOUVER,V6S1R1,Food Primary,,25
301706,Grapes 2 Wine,"1, 12191 Bridgeport Road",,RICHMOND,V6V1J4,UBrew/UVin,,
206179,Grapes 4 U,5101 48th Avenue,,DELTA,V4K1W2,UBrew/UVin,,
207324,Grapes 4U/Coquitlam,1044A Austin Ave,,COQUITLAM,V3K3P3,UBrew/UVin,,
203817,Grapes to Glass Winery,109 - 2349 Millstream Road,,VICTORIA,V9B3R3,UBrew/UVin,,
202279,Grapevine Enterprises,2142 West Railway Street,,ABBOTSFORD,V2S2E2,UBrew/UVin,,
195363,Grapevine Liquor Store,156 Francois Lake Drive,,BURNS LAKE,V0J1E0,Licensee Retail Store,,
011081,Grapevine Pub & Bistro,156 Francois Lake Drive,,BURNS LAKE,V0J1E0,Liquor Primary,,92
017889,Grasslands Motor Hotel,HWY  5,RR 1,MERRITT,V1K1C7,Liquor Primary,,225
025528,Grasslands Motor Hotel,HWY  5,RR 1,MERRITT,V1K1C7,Liquor Primary,,190
046878,Grasslands Motor Hotel,HWY  5,RR 1,MERRITT,V1K1C7,Food Primary,,443
100018,Grasslands Motor Hotel,HWY  5,RR 1,MERRITT,V1K1C7,Liquor Primary,,50
307022,Gratia Bakery & Cafe,22225 Dewdney Trunk Rd,,MAPLE RIDGE,V2X3H8,Food Primary,,30
306062,Gratitude Cafe,585 Osprey Ave,,KELOWNA,V1Y5A7,Food Primary,,22
173071,Gray Monk Cellars,1055 CAMP RD,,OKANAGAN CENTRE,V4V2H4,Manufacturer,Winery,0
038171,Great Bear Pub,5665 Kingsway,,BURNABY,V5H2G4,Liquor Primary,,208
303194,Great Canadian Casino (View Royal),1708 Island Highway,,VICTORIA,V9B1H8,Liquor Primary,,1577
304245,Great Canadian Casino - Nanaimo,620 Terminal Avenue,,NANAIMO,V9R5E2,Liquor Primary,,805
195275,Great Canadian Liquor Warehouse,2100 E/F WIllowbrook Drive,,CRANBROOK,V1C7H2,Licensee Retail Store,,
302909,Great Estate Okanagan,4856 Mariposa Road,,OLIVER,V0H1T0,Wine Store,Off-site Winery Store,
302948,Great Estate Okanagan,4856 Mariposa Road,,OLIVER,V0H1T0,Wine Store,Off-site Winery Store,
302949,Great Estate Okanagan,4856 Mariposa Road,,OLIVER,V0H1T0,Wine Store,Off-site Winery Store,
202373,Great Fermentations,8 - 5777 Trans Canada Highway ,,DUNCAN,V9L3R8,UBrew/UVin,,
307438,Great Fraser Valley Wine Ltd.,23771 - 0 Avenue,,LANGLEY,V2Z2X4,Manufacturer,Winery,0
083711,Great Hall Day Lodge,Panorama Village Resort,2035 Panorama Drive,PANORAMA,V0A1T0,Food Primary,,940
305330,Great Mongolian BBQ (The),460 - 22709 Lougheed Hwy,,MAPLE RIDGE,V2X2V5,Food Primary,,35
017365,Great Wall Restaurant,2545 Pleasant Vly Blvd,,ARMSTRONG,V0E1B0,Food Primary,,74
216517,Greek Fellas Restaurant,11008 River Road,,DELTA,V4C2S2,Food Primary,,43
155685,Greek House Restaurant,3159 Woodsdale Road,,LAKE COUNTRY,V4V1X8,Food Primary,,96
300725,Greek Islands III Restaurant,33244 S  FRASER HWY,,ABBOTSFORD,V2S2B3,Food Primary,,100
305380,Greek Islands Restaurants ,106-9547 152 St,,SURREY,V3R5Y5,Food Primary,,140
047211,Green Basil Thai Restaurant,4623 Kingsway,,BURNABY,V5H2B3,Food Primary,,55
173683,Green Bean Cafe,3880 Grant McConnachie Way,DTB  B-14,RICHMOND,V7B1Y7,Food Primary,,10
305410,Green Door Catering,180 Spokane St.,,KIMBERLEY,V1A2E4,Food Primary,,89
301283,Green House Cafe & Bistro,11997 - 224st. ,,MAPLE RIDGE,V2X6B4,Food Primary,,29
017145,Green Lantern Sports Pub & Grill ,9644 Chemainus Rd.,,CHEMAINUS,V0R1K0,Liquor Primary,,140
305704,Green Leaf Brewing Co.,108 - 123 Carrie Cates Court,,NORTH VANCOUVER,V7M3K7,Manufacturer,Brewery,0
304121,Green Leaf Vietnamese Bistro,1684 Douglas Street,,VICTORIA,V8W2G6,Food Primary,,60
303612,Green Leaf Vietnamese Bistro,832 Goldstream Ave.,,VICTORIA,V9B2X7,Food Primary,,95
172261,Green Lemon Grass Vietnamese Cuisine,1086 KINGSWAY,,VANCOUVER,V5V3C6,Food Primary,,65
178351,Green Lemon Grass Vietnamese Cuisine,8180 WESTMINSTER HWY,,RICHMOND,V6X1A6,Food Primary,,114
181977,Green Lettuce Restaurant,1949 Kingsway,,VANCOUVER,V5N2T1,Food Primary,,48
300747,Green Lettuce Restaurant,Unit 112 - 6350 120th. St.,,SURREY,V3X1Y2,Food Primary,,98
304185,Green Olive ,150 Skinner St,,NANAIMO,V9R7A6,Food Primary,,78
037670,Greenacres Golf Course,5040 No. 6 Road,,RICHMOND,V6V1T1,Liquor Primary,,406
139250,Greenacres Golf Course,5040 No. 6 Road,,RICHMOND,V6V1T1,Food Primary,,76
193202,Greendale Liquor Store ,41582 Yale Road,,CHILLIWACK,V2R4J3,Licensee Retail Store,,
193004,Greenrock Liquor Store,1850 Dufferin Crescent,,NANAIMO,V9S5N3,Licensee Retail Store,,
002757,Greenwood Inn Hotel,321 South Copper Street,,GREENWOOD,V0H1J0,Liquor Primary,,101
139789,Greenwood Inn Hotel,321 South Copper Street,,GREENWOOD,V0H1J0,Food Primary,,26
195202,Grey Sage Liquor Store,1045 Main Street,,OKANAGAN FALLS,V0H1R0,Licensee Retail Store,,
302024,Greywolf Golf Course,1860 Greywolf Drive,,PANORAMA,V0A1T0,Liquor Primary,,2
301259,Grill Fish King Restaurant ,4 - 3377 Kingsway,,VANCOUVER,V5R5K6,Food Primary,,47
303937,Gringo Restaurant,27 Trounce Alley,,VANCOUVER,V6B0C4,Food Primary,,34
306941,Grizzli Winery,2550 Boucherie Road,,West Kelowna,V1Z1J3,Manufacturer,Winery,0
304735,Grizzly Lodge,"N5671880, E338441",,SCOTCH CREEK,V0E3L0,Liquor Primary,,169
300478,Grizzly Sports Pub and Grill ,314 1ST STREET WEST,,REVELSTOKE,V0E2S0,Liquor Primary,,100
017701,Grotto,1725 Davie Street,,VANCOUVER,V6G1W5,Food Primary,,60
307571,Grow Tea & Elixir Corner,255 Wallinger Ave,,KIMBERLEY,V1A1Z2,Food Primary,,24
302982,Grub ,4328 Main Street ,,VANCOUVER,V5V3P9,Food Primary,,49
303222,Gudrun Tasting Room,"150, 3500 Moncton Street",,RICHMOND,V7E3A2,Food Primary,,50
304566,Gueng Korean Restaurant,467 Leon Ave,,KELOWNA,V1Y6J4,Food Primary,,50
144249,Guildford Station Pub,10176  154th St,,SURREY,V3R4J6,Liquor Primary,,179
193301,Guildford Station Pub,10176  154th St,,SURREY,V3R4J6,Licensee Retail Store,,
029061,Guilt and Company,1 Alexander Street (basement),,VANCOUVER,V6A1B2,Liquor Primary,,118
136401,Guischian House Restaurant,1060 Cameron Avenue,,KELOWNA,V1Y8V3,Food Primary,,134
300112,Gulf Islands Brewing Ltd,270 Furness Road,,SALT SPRING ISLAND,V8K1Z7,Manufacturer,Brewery,0
305468,Gulfstream Lounge & Grill,5505 Airport Way,,KELOWNA,V1V3C3,Food Primary,,758
302094,Gumboot Garden Cafe,1059 Roberts Creek Road,,ROBERTS CREEK,V0N2W0,Food Primary,,101
074397,Gumboot Restaurant,1041 Roberts Creek Road,,ROBERTS CREEK,V0N2W0,Food Primary,,132
305581,Gumtree Catering,42 - 100 Kalamalka Lake Rd.,,VERNON,V1T9G1,Catering,,
304333,Gurkha Himalayan Kitchen,1141 Davie St.,,VANCOUVER,V6E1N2,Food Primary,,60
171471,Gus's Pub,1573 Beach Dr,,PORT MCNEILL,V0N2R0,Liquor Primary,,140
301547,Guys & Dolls Billiards,2434 Main Street,,VANCOUVER,V5T3E2,Food Primary,,114
301210,Gyo Para,2120 W. Broadway,,VANCOUVER,V6K2C8,Food Primary,,46
304169,Gyo-O Japanese Restaurant,2137-3779 Sexsmith Rd,,RICHMOND,V6X3Z9,Food Primary,,51
306071,Gyoza Bar,622 Pender St W,,VANCOUVER,V6B1V8,Food Primary,,99
304569,Gyu Kaku Japanese BBQ Dining,G3 - 888 Nelson St,,VANCOUVER,V6Z2H1,Food Primary,,136
300086,Gyu King Teppanyaki,219 - 755 Burrard Street,,VANCOUVER,V6Z1X6,Food Primary,,76
305730,Gyu-Kaku Japanese BBQ,201 - 950 Broadway West,,VANCOUVER,V5Y1P4,Food Primary,,97
307550,Gyu-kaku Japanese BBQ ,Unit 120 - 7871 Alderbridge Way,,RICHMOND,V6X2A4,Food Primary,,150
304793,Gyudonya,500 Robson St,,VANCOUVER,V6B2B7,Food Primary,,39
117016,H.K.W. RESTAURANT,1807 FORT ST,,VICTORIA,V8R1J6,Food Primary,,40
210248,HACHI HANA JAPANESE RESTAURANT,1426 LONSDALE AVE,,NORTH VANCOUVER,V7M2J1,Food Primary,,40
024571,HAIDA WAY MOTOR INN,1817 CAMPBELL WAY,PO  BOX 399,PORT MCNEILL,V0N2R0,Food Primary,,235
122011,HAIDA WAY MOTOR INN,1817 CAMPBELL WAY,PO  BOX 399,PORT MCNEILL,V0N2R0,Liquor Primary,,160
192352,HAIDA WAY MOTOR INN,1817 CAMPBELL WAY,PO  BOX 399,PORT MCNEILL,V0N2R0,Licensee Retail Store,,
085372,HAIDA-WAY RESTAURANT,9320 TRANS CANADA HWY,,CHEMAINUS,V0R1K0,Food Primary,,112
167884,HAINLE VINEYARDS ESTATE WINERY,5355 TREPANIER BENCH RD,,PEACHLAND,V0H1X0,Manufacturer,Winery,0
203974,HAMILTON HOPS & GRAPES,464 BURNSIDE RD E,,VICTORIA,V8T2X2,UBrew/UVin,,
188134,HANA SUSHI,10-32650 LOGAN AVE,,MISSION,V2V6C7,Food Primary,,30
017240,HANEY MOTOR HOTEL,22222 LOUGHEED HWY,,MAPLE RIDGE,V2X2T2,Liquor Primary,,260
139071,HANEY MOTOR HOTEL,22222 LOUGHEED HWY,,MAPLE RIDGE,V2X2T2,Liquor Primary,,182
194234,HANEY MOTOR HOTEL,22222 LOUGHEED HWY,,MAPLE RIDGE,V2X2T2,Licensee Retail Store,,
166147,HAPPY LANDING RESTAURANT,725 ALDER STREET,PO  BOX 719,100 MILE HOUSE,V0K2E0,Food Primary,,90
053597,HARBOUR HOUSE RESTAURANT (VICTORIA),607 OSWEGO ST,,VICTORIA,V8V4W9,Food Primary,,104
186362,HARBOURVIEW DAYS INN,809 ISLAND HWY,,NANAIMO,V9R5K1,Food Primary,,204
217710,HARD DRIVE CAFE,4464 MARKHAM ST,,VICTORIA,V8Z7X8,Food Primary,,80
006217,HAROLD'S RESTAURANT,1771 TRANS-CANADA HWY,,KAMLOOPS,V2C3Z6,Food Primary,,205
065026,HARPER MOUNTAIN LODGE,NO ADDRESS,,HARPER MOUNTAIN,V2C4C5,Food Primary,,177
009862,HARRISON CROSSROADS INN,5936 LOUGHEED HWY,,AGASSIZ,V0M1A0,Liquor Primary,,197
160386,HARVEST GOLF CLUB,2725 K.L.O.  RD,,KELOWNA,V1W4S1,Food Primary,,308
164312,HARVEST GOLF CLUB,2725 K.L.O.  RD,,KELOWNA,V1W4S1,Liquor Primary,,72
178970,HARYANA'S RESTAURANT,5522 HWY 16 WEST,,TERRACE,V8G4R6,Food Primary,,48
202698,HASTINGS BREWERS & VINTNERS SUPPLY,4347 HASTINGS,,BURNABY,V5C2J7,UBrew/UVin,,
077094,HASTINGS HOUSE HOTEL,160 UPPER GANGES RD,,SALT SPRING ISLAND,V8K2S2,Food Primary,,92
122052,HAULTAIN FISH & CHIPS CAFE,1127 HAULTAIN ST,,VICTORIA,V8T1V4,Food Primary,,30
018919,HAVEN BY-THE-SEA,240 Davis Rd,,GABRIOLA ISLAND,V0R1X1,Food Primary,,187
008770,HAZELMERE GOLF AND TENNIS CLUB,18120 - 8th Ave,,SURREY,V3S9R9,Food Primary,,910
030460,HAZELMERE GOLF AND TENNIS CLUB,18120 - 8th Ave,,SURREY,V3S9R9,Liquor Primary,,78
303300,HCC Cafe,4900 W Austin Rd,,PRINCE GEORGE,V2K5Y8,Food Primary,,560
172538,HEATHER MOUNTAIN LODGE,HWY 1 55 KM WEST OF GOLDEN,,GOLDEN,V0A1H0,Food Primary,,248
174404,HEATHER MOUNTAIN LODGE,HWY 1 55 KM WEST OF GOLDEN,,GOLDEN,V0A1H0,Liquor Primary,,38
028529,HELEN'S GRILL,4102 MAIN ST,,VANCOUVER,V5V3P7,Food Primary,,56
027394,HELL'S GATE AIRTRAM,43111 Trans-Canada Highway,,BOSTON BAR,V0K1C0,Food Primary,,183
186101,HELNA'S STUBE,7547 WEST MAIN ST,BOX 393,RADIUM HOT SPRINGS,V0A1M0,Food Primary,,156
017742,HERIOT BAY INN,673 Hotel Road,,HERIOT BAY,V0P1H0,Liquor Primary,,90
019818,HERIOT BAY INN,673 Hotel Road,,HERIOT BAY,V0P1H0,Food Primary,,
007514,HERITAGE INN,803 CRANBROOK ST  N,,CRANBROOK,V1C3S2,Food Primary,,596
139129,HERITAGE INN,803 CRANBROOK ST  N,,CRANBROOK,V1C3S2,Liquor Primary,,125
184255,HIDDEN COVE LODGE,Hidden Cove Road #1,,PORT MCNEILL,V0N2R0,Food Primary,,76
004094,HIGHLAND LODGE,2117 Whistler Rd.,,WHISTLER,V0N1B2,Food Primary,,102
032336,HIGHLAND LODGE,2117 Whistler Rd.,,WHISTLER,V0N1B2,Liquor Primary,,40
077377,HIGHLINER INN,815 FIRST AVE W,,PRINCE RUPERT,V8J1B3,Food Primary,,472
036420,HIGHWAYMAN PUB,32470 SIMON AVE,,ABBOTSFORD,V2T4S2,Liquor Primary,,145
192980,HIGHWAYMAN PUB,32470 SIMON AVE,,ABBOTSFORD,V2T4S2,Licensee Retail Store,,
201872,HILLCREST BREWING COMPANY,1 7541 CONWAY AVENUE,,BURNABY,V5E2P7,UBrew/UVin,,
189159,HILLCREST RESORT HOTEL,2100 OAK DRIVE,BOX 1979,REVELSTOKE,V0E2S0,Food Primary,,270
189536,HILLCREST RESORT HOTEL,2100 OAK DRIVE,BOX 1979,REVELSTOKE,V0E2S0,Liquor Primary,,81
301820,HILLSIDE coffee and tea,# 103 - 1633 Hillside Ave. ,,VICTORIA,V8T2C4,Food Primary,,40
063171,HILLTOP INN,1869 MAIN ST,BOX 2798,SMITHERS,V0J2N0,Food Primary,,188
101294,HILLTOP INN,1869 MAIN ST,BOX 2798,SMITHERS,V0J2N0,Liquor Primary,,125
118230,HILLVIEW GOLF COURSE,1101 14TH AVE,,VERNON,V1B2S6,Liquor Primary,,177
200439,HILTON VANCOUVER METROTOWN,6083 MCKAY AVENUE,,BURNABY,V5H2W7,Food Primary,,1627
208821,HILTON VANCOUVER METROTOWN,6083 MCKAY AVENUE,,BURNABY,V5H2W7,Liquor Primary,,149
112919,HIMALAYA RESTAURANT,6587 MAIN ST,,VANCOUVER,V5X3H1,Food Primary,,341
144626,HITCH 'N RAIL FAMILY RESTAURANT,GOLDEN HORNE RD,PO BOX 115,HEFFLEY LAKE,V0E1Z0,Food Primary,,55
300412,HMCS Discovery,1200 Stanley Park Drive,,VANCOUVER,V6G3E2,Liquor Primary,,1135
300606,HMCS MALAHAT,20 Huron St,,VICTORIA,V8V4R1,Liquor Primary,,310
216130,HML Seafood Restaurant,200 - 5890 No. 3 Road,,RICHMOND,V6X3P7,Food Primary,,200
173306,HO TONG RESTAURANT,3388 D DOUGLAS ST,,VICTORIA,V8Z3L3,Food Primary,,46
201961,HOBBY BREWS/PRINCE GEORGE,2424 S. OSPIKA BLVD,,PRINCE GEORGE,V2N3T2,UBrew/UVin,,
059631,HOLLAND HOUSE,733 VANALMAN AVE,,VICTORIA,V8Z3B6,Liquor Primary,Club,202
154037,HOLLY'S POULTRY IN MOTION,15491 MARINE DR.,,WHITE ROCK,V4B1C9,Food Primary,,33
017831,HOLLYBURN COUNTRY CLUB,950 CROSS CREEK RD,,WEST VANCOUVER,V7S2S5,Liquor Primary,Club,707
143617,HOLLYBURN COUNTRY CLUB,950 CROSS CREEK RD,,WEST VANCOUVER,V7S2S5,Food Primary,,1093
132977,HOLLYBURN LODGE CAFE,CYPRESS BOWL PROVINCIAL PARK,,WEST VANCOUVER,V7V3N9,Food Primary,,128
218226,HOME RESTAURANT,#11 - 2801  10TH AVE NE,,SALMON ARM,V1E2S3,Food Primary,,107
172428,HOME RESTAURANT,3561 VOGHT ST,RR 1,MERRITT,V1K1C5,Food Primary,,72
189274,HOME RESTAURANT (HOPE),665 OLD HOPE PRINCETON HWY,,HOPE,V0X1L4,Food Primary,,75
215419,HOME RESTAURANT (MAPLE RIDGE),21667 LOUGHEED HWY,,MAPLE RIDGE,V2X2S2,Food Primary,,122
184873,HOME RESTAURANT (SORRENTO),1235 C TRANS CANADA HWY,PO  BOX 269,SORRENTO,V0E2W0,Food Primary,,56
016314,HOMER'S RESTAURANT,46090 YALE RD,,CHILLIWACK,V2P2L7,Food Primary,,118
059892,HONG KONG HOUSE,3023 BARONS RD,,NANAIMO,V9T3Y6,Food Primary,,175
171162,HONG KONG RESTAURANT (WESTBANK),19 - 2484 MAIN ST,,West Kelowna,V4T2G2,Food Primary,,92
202840,HOPE BREWING CO.,532 WALLACE ST,,HOPE,V0X1L0,UBrew/UVin,,
